ID,ItemDisplayInfoID
1455,14794
1456,4345
1457,4346
1458,20195
1459,19374
1460,19526
1461,2711
1462,20309
1463,20550
1464,168970
1465,16643
1466,4302
1467,4304
1468,16878
1469,9399
1470,178249
1471,11632
1472,14652
1473,14655
1474,12046
1475,8974
1476,6063
1477,15904
1478,14594
1479,5782
1480,5594
1481,21304
1482,2365
1483,2366
1484,5497
1485,9131
1486,8410
1487,9132
1488,11655
1489,10724
1490,10728
1491,18454
1492,18699
1493,4403
1494,26325
1495,26085
1496,18771
1497,25801
1498,25802
1499,25804
1500,22005
1501,23968
1502,22505
1503,25825
1504,178261
1505,13175
1506,178263
1507,168971
1508,4426
1509,28520
1510,18495
1511,20380
1512,4438
1513,4439
1514,5480
1515,23119
1516,15110
1517,17888
1518,20223
1519,8977
1520,4464
1521,17100
1522,16695
1523,4455
1524,178148
1525,21605
1526,19217
1527,168972
1528,4458
1529,8344
1530,3897
1531,20294
1532,4835
1533,8638
1534,135262
1535,4869
1536,4492
1537,4497
1538,4919
1539,4494
1540,4493
1541,12980
1542,9503
1543,9505
1544,9511
1545,1975
1546,4099
1547,2362
1548,9526
1549,4591
1550,6049
1551,11274
1552,9528
1553,2361
1554,9543
1555,8359
1556,8414
1557,8350
1558,8606
1559,9546
1560,9550
1561,16794
1562,9715
1563,18668
1564,7766
1565,19615
1566,2202
1567,3642
1568,2656
1569,12865
1570,5840
1571,4615
1572,5494
1573,17135
1574,4617
1575,4619
1576,4620
1577,11226
1578,4301
1579,4466
1580,178248
1581,178247
1582,17128
1583,4631
1584,15076
1585,15063
1586,5764
1587,4634
1588,4635
1589,8876
1590,3685
1591,4637
1592,4638
1593,4639
1594,12969
1595,1883
1596,10837
1597,159393
1598,168973
1599,178278
1600,168974
1601,168975
1602,178274
1603,4661
1604,4365
1605,5772
1606,20390
1607,11327
1608,18694
1609,19398
1610,20369
1611,23019
1612,4723
1613,20439
1614,20592
1615,7708
1616,6182
1617,7894
1618,6231
1619,12650
1620,17887
1621,4759
1622,10992
1623,18653
1624,4767
1625,4768
1626,19783
1627,6996
1628,182734
1629,7794
1630,21016
1631,2440
1632,8529
1633,6813
1634,3925
1635,20420
1636,20111
1637,22478
1638,19778
1639,8586
1640,20430
1641,20401
1642,20674
1643,18789
1644,6944
1645,23087
1646,6055
1647,4921
1648,27551
1649,15247
1650,5845
1651,15458
1652,37376
1653,25140
1654,8149
1655,32069
1656,4855
1657,26016
1658,12036
1659,26981
1660,26947
1661,5867
1662,8188
1663,70689
1664,25770
1665,26047
1666,12086
1667,5115
1668,4989
1669,8888
1670,23016
1671,25783
1672,25979
1673,11523
1674,8098
1675,25803
1676,23140
1677,4300
1678,23024
1679,9311
1680,18131
1681,9398
1682,4491
1683,23045
1684,7182
1685,25897
1686,23747
1687,13378
1688,7004
1689,9440
1690,11769
1691,23031
1692,11638
1693,23125
1694,6062
1695,17191
1696,10269
1697,4912
1698,16925
1699,4916
1700,12718
1701,7313
1702,5154
1703,3528
1704,12550
1705,23026
1706,19538
1707,6808
1708,2577
1709,16812
1710,4954
1711,9211
1712,3749
1713,4487
1714,1980
1715,4601
1716,3382
1717,5496
1718,3541
1719,7319
1720,20155
1721,18511
1722,1390
1723,19224
1724,6071
1725,4881
1726,6183
1727,8140
1728,15766
1729,5000
1730,5005
1731,179731
1732,8043
1733,13908
1734,2104
1735,5290
1736,8308
1737,7826
1738,13351
1739,6202
1740,6969
1741,18522
1742,6109
1743,6559
1744,16319
1745,10080
1746,12544
1747,3441
1748,10078
1749,9671
1750,19634
1751,6204
1752,11498
1753,3186
1754,20013
1755,131830
1756,18510
1757,20423
1758,11066
1759,11229
1760,70685
1761,5409
1762,20388
1763,19214
1764,8151
1765,6566
1766,15265
1767,20426
1768,5418
1769,19544
1770,5422
1771,5425
1772,10871
1773,8572
1774,10971
1775,18491
1776,8163
1777,20009
1778,19741
1779,5434
1780,5435
1781,8431
1782,19596
1783,20083
1784,16673
1785,16934
1786,5175
1787,5569
1788,6798
1789,73644
1790,11958
1791,20321
1792,6097
1793,18356
1794,6101
1795,20392
1796,3931
1797,5345
1798,10110
1799,12656
1800,20491
1801,23142
1802,8000
1803,5144
1804,19296
1805,12133
1806,21011
1807,1978
1808,20340
1809,12803
1810,20903
1811,20829
1812,6099
1813,20787
1814,20776
1815,6081
1816,20793
1817,21020
1818,20815
1819,20790
1820,20786
1821,6093
1822,12601
1823,21024
1824,21019
1825,20828
1826,21023
1827,6138
1828,20825
1829,20801
1830,5849
1831,19673
1832,23000
1833,6232
1834,6234
1835,3363
1836,7545
1837,6469
1838,1845
1839,5224
1840,12761
1841,18451
1842,2840
1843,5098
1844,7526
1845,7533
1846,7537
1847,7812
1848,10991
1849,7552
1850,22225
1851,4971
1852,20014
1853,7559
1854,16958
1855,11119
1856,20417
1857,7551
1858,26056
1859,8594
1860,20719
1861,21022
1862,7662
1863,20834
1864,3405
1865,18671
1866,13048
1867,7835
1868,4594
1869,70683
1870,67027
1871,7898
1872,6300
1873,19221
1874,5964
1875,19396
1876,66335
1877,5014
1878,2733
1879,19801
1880,10673
1881,1386
1882,35968
1883,1628
1884,8127
1885,19777
1886,5072
1887,19648
1888,66325
1889,66875
1890,8298
1891,20720
1892,8376
1893,8377
1894,8378
1895,8379
1896,28159
1897,178246
1898,28325
1899,179732
1900,17010
1901,184637
1902,20182
1903,20121
1904,20376
1905,5339
1906,15218
1907,15905
1908,19246
1909,20354
1910,8131
1911,10883
1912,8745
1913,8746
1914,8747
1915,20713
1916,19291
1917,23078
1918,20596
1919,8753
1920,4151
1921,20591
1922,12397
1923,16611
1924,12695
1925,8899
1926,5184
1927,8908
1928,22393
1929,12694
1930,9055
1931,7857
1932,9057
1933,9060
1934,21026
1935,9077
1936,9082
1937,133234
1938,111294
1939,4852
1940,9378
1941,15804
1942,2434
1943,2628
1944,9018
1945,8426
1946,8160
1947,9544
1948,23033
1949,8608
1950,8984
1951,23059
1952,17689
1953,8551
1954,9627
1955,9634
1956,3251
1957,66870
1958,66308
1959,12743
1960,6059
1961,68841
1962,67035
1963,133235
1964,17961
1965,19646
1966,19390
1967,7307
1968,2163
1969,2470
1970,12679
1971,12648
1972,5857
1973,12681
1974,6239
1975,8129
1976,8130
1977,12683
1978,5236
1979,9182
1980,10002
1981,7896
1982,12646
1983,9202
1984,9204
1985,9519
1986,10114
1987,10115
1988,12684
1989,12649
1990,12680
1991,4860
1992,15621
1993,67031
1994,67032
1995,13583
1996,2181
1997,3388
1998,14851
1999,20119
2000,18658
2001,3070
2002,8399
2003,4380
2004,19404
2005,12559
2006,2644
2007,10529
2008,8611
2009,5992
2010,6243
2011,18669
2012,10537
2013,10538
2014,10642
2015,20536
2016,10814
2017,12652
2018,10816
2019,10817
2020,21094
2021,10822
2022,10824
2023,12389
2024,10706
2025,10843
2026,17123
2027,12386
2028,12393
2029,10968
2030,20730
2031,11182
2032,12716
2033,5844
2034,8264
2035,16894
2036,10148
2037,10098
2038,23002
2039,20335
2040,7761
2041,18700
2042,11259
2043,19635
2044,12696
2045,5136
2046,19556
2047,7768
2048,3057
2049,3058
2050,20731
2051,23110
2052,4450
2053,18483
2054,11518
2055,5781
2056,25805
2057,25800
2058,25806
2059,11172
2060,4370
2061,4622
2062,13677
2063,6177
2064,10572
2065,3872
2066,13398
2067,2333
2068,17954
2069,18335
2070,25815
2071,8142
2072,7776
2073,14618
2074,13020
2075,2364
2076,2367
2077,13174
2078,13379
2079,17827
2080,12653
2081,14651
2082,9486
2083,10513
2084,5354
2085,10433
2086,178150
2087,22987
2088,26073
2089,12676
2090,10447
2091,15910
2092,16889
2093,4449
2094,23039
2095,178133
2096,18690
2097,22805
2098,20349
2099,11935
2100,11623
2101,11946
2102,12693
2103,11952
2104,9748
2105,20652
2106,11840
2107,10091
2108,11999
2109,9541
2110,12068
2111,9173
2112,12282
2113,12670
2114,20116
2115,12286
2116,3311
2117,27072
2118,5670
2119,22682
2120,16698
2121,16813
2122,8328
2123,5734
2124,8372
2125,8437
2126,5400
2127,6196
2128,10889
2129,9036
2130,12372
2131,12422
2132,16567
2133,19110
2134,8327
2135,8348
2136,16522
2137,8347
2138,7033
2139,14737
2140,10249
2141,12165
2142,2897
2143,12054
2144,12053
2145,25953
2146,3767
2147,14731
2148,14730
2149,14729
2150,14728
2151,18145
2152,14726
2153,25955
2154,5854
2155,16881
2156,14750
2157,16793
2158,16470
2159,6481
2160,6482
2161,18120
2162,4633
2163,18493
2164,18701
2165,12457
2166,12456
2167,25967
2168,25762
2169,25761
2170,12453
2171,25763
2172,4027
2173,3377
2174,2019
2175,13353
2176,2018
2177,10567
2178,25793
2179,25797
2180,25798
2181,25795
2182,25794
2183,23581
2184,25799
2185,18449
2186,26014
2187,6299
2188,9169
2189,11343
2190,6298
2191,11110
2192,11063
2193,2304
2194,5710
2195,4990
2196,19921
2197,4376
2198,16864
2199,4377
2200,4904
2201,21554
2202,12595
2203,16952
2204,20336
2205,20167
2206,18651
2207,5839
2208,13001
2209,12782
2210,12783
2211,12095
2212,6301
2213,8215
2214,12804
2215,12805
2216,21018
2217,1733
2218,12857
2219,12677
2220,11473
2221,15492
2222,22217
2223,7009
2224,20325
2225,9540
2226,12880
2227,25597
2228,20650
2229,5116
2230,11487
2231,10079
2232,11953
2233,15315
2234,4306
2235,11175
2236,20821
2237,10441
2238,8398
2239,12948
2240,8193
2241,19126
2242,11880
2243,20177
2244,12821
2245,9402
2246,23047
2247,18507
2248,12986
2249,16988
2250,179733
2251,11860
2252,7711
2253,13043
2254,13046
2255,9045
2256,23096
2257,17227
2258,11697
2259,4640
2260,12786
2261,69741
2262,168976
2263,13077
2264,20010
2265,19707
2266,9062
2267,18455
2268,18607
2269,20292
2270,23097
2271,11307
2272,11646
2273,11308
2274,11782
2275,133236
2276,30610
2277,13337
2278,10949
2279,7587
2280,20575
2281,13360
2282,6662
2283,9401
2284,20185
2285,7767
2286,16931
2287,13455
2288,13466
2289,19135
2290,20162
2291,19771
2292,20400
2293,21475
2294,22480
2295,22481
2296,22482
2297,22734
2298,25046
2299,22731
2300,19133
2301,19274
2302,20398
2303,19652
2304,19773
2305,20159
2306,20163
2307,12184
2308,20824
2309,13508
2310,5457
2311,10095
2312,12360
2313,12615
2314,178245
2315,11097
2316,15863
2317,2471
2318,7700
2319,23092
2320,17133
2321,5804
2322,15102
2323,5762
2324,13671
2325,9574
2326,16463
2327,4905
2328,4310
2329,12675
2330,11482
2331,13684
2332,16026
2333,9630
2334,13518
2335,18661
2336,18508
2337,4298
2338,8946
2339,7621
2340,7172
2341,20602
2342,19776
2343,20161
2344,22730
2345,13484
2346,13848
2347,13853
2348,13585
2349,16734
2350,14763
2351,19610
2352,146518
2353,5333
2354,15765
2355,14002
2356,3248
2357,23011
2358,4685
2359,184639
2360,20425
2361,22021
2362,19132
2363,19649
2364,20160
2365,26046
2366,5872
2367,16523
2368,10515
2369,14069
2370,16566
2371,5846
2372,4593
2373,8153
2374,10539
2375,16604
2376,157931
2377,2057
2378,10945
2379,16601
2380,16606
2381,8155
2382,16508
2383,8154
2384,8073
2385,8071
2386,23030
2387,12844
2388,8072
2389,8074
2390,9750
2391,182739
2392,14950
2393,26032
2394,26030
2395,26034
2396,26043
2397,30091
2398,26036
2399,26037
2400,26039
2401,26040
2402,11530
2403,14990
2404,11542
2405,178244
2406,11532
2407,14645
2408,11540
2409,15175
2410,12758
2411,12020
2412,9194
2413,9195
2414,182738
2415,9197
2416,9196
2417,5414
2418,23023
2419,10097
2420,9903
2421,25862
2422,25868
2423,30092
2424,25865
2425,25860
2426,25872
2427,26064
2428,25861
2429,25866
2430,26065
2431,15005
2432,5874
2433,15911
2434,11303
2435,5875
2436,9316
2437,15145
2438,15410
2439,5873
2440,8430
2441,6865
2442,12017
2443,8080
2444,8254
2445,23057
2446,13514
2447,9593
2448,22155
2449,23944
2450,25824
2451,24971
2452,21187
2453,25822
2454,26018
2455,22154
2456,10407
2457,18697
2458,179734
2459,22958
2460,15201
2461,15223
2462,15232
2463,25078
2464,25076
2465,179735
2466,9774
2467,15400
2468,7622
2469,15646
2470,8998
2471,7623
2472,15402
2473,11222
2474,5795
2475,12348
2476,8204
2477,15415
2478,157542
2479,12525
2480,15413
2481,11279
2482,18812
2483,18775
2484,178440
2485,26097
2486,179736
2487,179737
2488,179738
2489,179739
2490,15721
2491,20920
2492,5050
2493,2509
2494,15576
2495,15720
2496,10791
2497,15725
2498,15726
2499,14872
2500,20172
2501,7731
2502,178243
2503,15786
2504,15795
2505,5870
2506,20360
2507,12673
2508,4488
2509,20318
2510,15575
2511,15562
2512,16224
2513,184638
2514,15758
2515,18751
2516,19109
2517,15466
2518,9556
2519,18792
2520,179740
2521,12832
2522,19670
2523,19371
2524,9174
2525,5384
2526,3847
2527,20316
2528,22238
2529,15897
2530,11011
2531,19210
2532,15938
2533,11407
2534,16084
2535,11408
2536,11537
2537,6027
2538,3983
2539,5611
2540,16103
2541,16105
2542,10495
2543,14787
2544,16111
2545,5615
2546,16115
2547,14945
2548,16118
2549,16119
2550,13172
2551,23666
2552,16126
2553,5639
2554,16128
2555,4911
2556,15887
2557,16130
2558,16036
2559,15680
2560,16134
2561,16060
2562,16059
2564,20071
2565,16146
2566,16147
2567,19272
2568,22234
2569,25053
2570,5386
2571,182704
2572,20326
2573,28398
2574,3766
2575,9386
2576,4149
2577,10662
2578,3418
2579,5387
2580,4448
2581,9578
2582,3414
2583,3413
2584,9594
2585,157538
2586,16636
2587,16633
2588,9746
2589,11845
2590,19901
2591,21354
2592,178242
2593,4315
2594,11832
2595,8197
2596,14689
2597,23038
2598,11833
2599,178129
2600,7765
2601,11232
2602,26103
2603,21244
2604,26118
2605,18339
2606,18994
2607,19452
2608,178486
2609,24545
2610,26114
2611,26120
2612,27329
2613,10856
2614,10858
2615,10732
2616,11244
2617,10851
2618,10855
2619,27345
2620,13028
2621,27341
2622,13520
2623,178483
2624,13519
2625,15921
2626,8435
